State,County,deedInstrument,aulInstrument,eLienInstrument,easeInstrument,leaseInstrument,lienInstrument,miscInstrument,mortgageInstrument,relatedInstrument
CA,Santa Clara,20249287,,,,,,,,
CA,Santa Clara,20249288,,,,,,,,
CA,Santa Clara,25049216,,,,,,,,
CA,Santa Clara,25201609,,,,,,,,
CA,Santa Clara,20277477,,,,,,,,
CA,Santa Clara,14312422,,,,,,,,
CA,Santa Clara,20008085,,,,,,,,
CA,Santa Clara,19087317,,,,,,,,
CA,Santa Clara,7629136,,,,,,,,
CA,Santa Clara,24259527,,,,,23836526,,,
CA,Santa Clara,24276619,,,,,23764627,,,
CA,Santa Clara,24430162,,,,,23591751,,,
CA,Santa Clara,25120809,,,,,23573949,,,
CA,Santa Clara,13556760,,,,,,,,
CA,Santa Clara,19966238,,,,,,,,
CA,Santa Clara,18110235,,,20119848,15334470,,18742935,,
CA,Santa Clara,24148659,,,,,,,,
CA,Santa Clara,24148658,,,,,,,,
CA,Santa Clara,22602588,,,,,,,,
CA,Santa Clara,23032277,,,,,,,,
CA,Santa Clara,17419842,,,,,,,,
CA,Santa Clara,23874037,,,,,,,,
CA,Santa Clara,21495372,,,,,,13077541,,
CA,Santa Clara,12839643,,,,,,13623071,,
CA,Santa Clara,15029029,,,,,,14168334,,
CA,Santa Clara,18507775,,,,,,,,
CA,Santa Clara,17726740,,,,,,,,
CA,Santa Clara,25130271,,,,,,,25130272,
CA,Santa Clara,25035569,,,,,,,,
CA,Santa Clara,24366901,,,,,,24366899,,
CA,Santa Clara,23570574,,,,,,,,
CA,Santa Clara,23570572,,,,,,,,
CA,Santa Clara,23570566,,,,,,,,
CA,Santa Clara,22789252,,,,,,,,
CA,Santa Clara,20901371,,,,,,,,
CA,Santa Clara,20534625,,,,,,,,
CA,Santa Clara,19461443,,,,,,,,
CA,Santa Clara,18760250,,,,,,,,
CA,Santa Clara,14087606,,,,,,,,
CA,Santa Clara,13687456,,,,,,,,
CA,Santa Clara,13687455,,,,,,,,
CA,Santa Clara,7351658,,,,,,,24165902,
CA,Santa Clara,8149034,,,,,,24165903,,
CA,Santa Clara,16194972,,,,,,24165904,,
CA,Santa Clara,24104460,,,,,,,,
CA,Santa Clara,24148147,,,,,24148150,24068754,24148148,24148149
CA,Santa Clara,22820545,,,,,24426604,24154406,,24426602
CA,Santa Clara,22015780,,,,,24426607,,,24426603
CA,Santa Clara,18914913,,,,,24426610,,,24426605
CA,Santa Clara,18065154,,,,,24426613,,,24426606
CA,Santa Clara,14310384,,,,,,,,24426608
CA,Santa Clara,22729575,,,,,,,,
CA,Santa Clara,22729571,,,,,,,,
CA,Santa Clara,24173014,,,,,,,,
CA,Santa Clara,24173040,,,,,,,,
CA,Santa Clara,16575789,,,,,,,,
CA,Santa Clara,22649425,,,,,,,,
CA,Santa Clara,23297234,,,,,,,,
CA,Santa Clara,25114610,,,,,,,25114611,
CA,Santa Clara,18603981,,,,,,,,
CA,Santa Clara,21691141,,,,,,,,
CA,Santa Clara,24173002,,,,,,,,
CA,Santa Clara,17545143,,,,,,,,
CA,Santa Clara,21763745,,,,,,,,
CA,Santa Clara,23297232,,,,,,,,
CA,Santa Clara,22554175,,,,,,,,
CA,Santa Clara,24250860,,,,19271080,24712241,,23668234,24250861
CA,Santa Clara,23684193,,,,18516299,,,,23668235
CA,Santa Clara,21219998,,,,20698653,,,,23668236
CA,Santa Clara,15949261,,,,19820812,,,,23668237
CA,Santa Clara,24362034,,,,,,,,
CA,Santa Clara,1103375,,,,,,,23055915,24649966
CA,Santa Clara,17656653,,,,,,,,
CA,Santa Clara,23358586,,,,,,,25102998,
CA,Santa Clara,23908659,,,,,,,24899751,
CA,Santa Clara,24029873,,,,,,,,
CA,Santa Clara,18168855,,,,,,,,
CA,Santa Clara,18168852,,,,,,,,
CA,Santa Clara,25085361,,,,,,,25085362,
CA,Santa Clara,6399088,,,,,,,,
CA,Santa Clara,23687259,21724959,,,,,,,
CA,Santa Clara,24610392,,,,,,,24610393,
CA,Santa Clara,24965471,,,,,,,24965472,
CA,Santa Clara,24965470,,,,,,,,
CA,Santa Clara,24965467,,,,,,,24965468,
CA,Santa Clara,24965466,,,,,,,,
CA,Santa Clara,24334441,,,,,,,24334442,
CA,Santa Clara,24351638,,,,,,,24351639,
CA,Santa Clara,15461118,,,,,,,,
CA,Santa Clara,24960512,,,,,,,24960513,
CA,Santa Clara,22395662,,,,,,,,
CA,Santa Clara,15515284,,,,,24842151,8554457,,
CA,Santa Clara,15520647,,,,,24842157,9417820,,
CA,Santa Clara,19451780,,,,,,,,
CA,Santa Clara,20672825,,,,,24842173,,,
CA,Santa Clara,21374793,,,,,,15107161,,
CA,Santa Clara,22972124,,,,,,15515279,,
CA,Santa Clara,18475410,,,,,,,,
CA,Santa Clara,8371522,,,,,,,,
CA,Santa Clara,9335628,,,,,,,,
CA,Santa Clara,12826556,,,,,,,,
CA,Santa Clara,25126095,,,,,,,25126096,
CA,Santa Clara,23129464,,,,,,,,
CA,Santa Clara,23986085,,,,,,,,
CA,Santa Clara,21368779,,,,,,,,
CA,Santa Clara,15470448,,,,,22564610,,22564608,22564609
CA,Santa Clara,19620532,,,,,22564613,15470450,22564611,22564612
CA,Santa Clara,14836987,,,,,,,,
CA,Santa Clara,13489801,,,,,,,,
CA,Santa Clara,15039133,,,,,,,,
CA,Santa Clara,15461423,,,,,,,,
CA,Santa Clara,18879493,,,,,,,,
CA,Santa Clara,19941249,,,,,,,,
CA,Santa Clara,20511108,,,,,,,,
CA,Santa Clara,20611681,,,,,,,,
CA,Santa Clara,23658613,,,,,,,,
CA,Santa Clara,21980377,,,,,,,,
CA,Santa Clara,19404337,,,,,,,,
CA,Santa Clara,19118385,,,,,,,,
CA,Santa Clara,12776993,,,,,,,,
CA,Santa Clara,12652761,,,,,,,,
CA,Santa Clara,12429320,,,,22299504,,,,
CA,Santa Clara,12429321,,,,23947208,,,,
CA,Santa Clara,19948833,,,,,,,,
CA,Santa Clara,15437990,,,15605084,,,,,
CA,Santa Clara,18824376,,,15877047,,,19488296,,
CA,Santa Clara,19488297,,,15877048,,,19902565,,
CA,Santa Clara,19906648,,,15928755,,,20991256,,
CA,Santa Clara,22151706,,,18289171,,,22153326,,
CA,Santa Clara,22952893,,,,,,,,
CA,Santa Clara,270939,,,,,,,,
CA,Santa Clara,23727005,,,,,,,,
CA,Santa Clara,13335335,,,18051618,19546935,,,25054818,
CA,Santa Clara,19086583,,,,,,,,
CA,Santa Clara,22665697,,,,,,,,
CA,Santa Clara,20972706,,,,,,,,
CA,Santa Clara,12745844,,,,15097737,,22601632,23613133,23613134
CA,Santa Clara,12970865,,,,18953105,,,,24023249
CA,Santa Clara,18522180,,,,20999888,,,,24023250
CA,Santa Clara,22372010,,,,22677548,,,,
CA,Santa Clara,22644652,,,,,,,,
CA,Santa Clara,22745854,,,,,,,,
CA,Santa Clara,22745855,,,,,,,,
CA,Santa Clara,24141392,,,,,,,,
CA,Santa Clara,24141393,,,,,,,,
CA,Santa Clara,14985254,,,22323756,22671348,,,20935617,22636896
CA,Santa Clara,15451426,,,24263854,23446732,,,,24004654
CA,Santa Clara,13492822,,,18961034,19706918,22463141,18704772,22371496,22371497
CA,Santa Clara,17830371,,,,22436735,23678359,18923556,23796110,23671150
CA,Santa Clara,18642744,,,,22436736,23678602,,,23796109
CA,Santa Clara,18704773,,,,22436737,23678603,,,24875431
CA,Santa Clara,22371495,,,,22436738,,,,
CA,Santa Clara,22519573,,,,22436739,,,,
CA,Santa Clara,23671148,,,,,,,,
CA,Santa Clara,23671149,,,,,,,,
CA,Santa Clara,14237493,,,,21661933,,15862177,,
CA,Santa Clara,19145351,,,,24084612,,,,
CA,Santa Clara,22477089,,,,24346164,,,,
CA,Santa Clara,24679022,,,,,,,,
CA,Santa Clara,24902744,,,,,,,24902745,
CA,Santa Clara,24443428,,,,,,,,
CA,Santa Clara,12472838,,,,24167763,,,24117845,
CA,Santa Clara,22746352,,,,24167764,,24117844,,
CA,Santa Clara,24117843,,,,24167765,,,,
CA,Santa Clara,24400040,,,,,,,23517281,
CA,Santa Clara,23517280,,,,,,,,
CA,Santa Clara,17109877,,,,,,,,
CA,Santa Clara,12859323,,,,,,,,
CA,Santa Clara,8585300,,,,8673113,,14290713,,
CA,Santa Clara,1963944,,,,,,21409679,,
CA,Santa Clara,8806058,,,,,,,24147816,
CA,Santa Clara,18619834,,,,,,,24250057,
CA,Santa Clara,18620802,,,,,,,,
CA,Santa Clara,18627651,,,,,,,,
CA,Santa Clara,24147815,,,,,,,,
CA,Santa Clara,15233334,,,15589799,15742188,,15742188,23601455,23688806
CA,Santa Clara,15606620,,,,16254987,,19322575,24077822,23688810
CA,Santa Clara,15700464,,,,,,20722604,24077823,
CA,Santa Clara,23369526,,,,,,20881723,,
CA,Santa Clara,13786247,,,,19236068,,,21482037,24778267
CA,Santa Clara,18096923,,,,21985131,,,,
CA,Santa Clara,22926054,,,,,,,,
CA,Santa Clara,22840259,,,,,,,,
CA,Santa Clara,22817043,,,,,,,,
CA,Santa Clara,22779097,,,,,,,,
CA,Santa Clara,19878745,,,,,,,,
CA,Santa Clara,18487498,,,,,22567522,,18173104,24837289
CA,Santa Clara,18173103,,,,,,,,
CA,Santa Clara,12416533,,,,,,,,
CA,Santa Clara,23827474,,,23322821,,,,24090564,
CA,Santa Clara,23326679,,,23322823,,,,,
CA,Santa Clara,19568547,,,23478988,,,,,
CA,Santa Clara,18367565,,,,,,,,
CA,Santa Clara,18367564,,,,,,,,
CA,Santa Clara,15968248,,,,,,,,
CA,Santa Clara,13550486,,,,,,,,
CA,Santa Clara,14156548,,,23020161,18031079,,,22707253,
CA,Santa Clara,4271778,,,,,,15443275,,
CA,Santa Clara,17106185,,,23210260,,,23210258,23458029,24674555
CA,Santa Clara,183315666,,,,,,23210259,,
CA,Santa Clara,19079267,,,23307284,,,24265108,,
CA,Santa Clara,19079273,,,23307285,,,24329407,,
CA,Santa Clara,19577308,,,23307286,,,,,
CA,Santa Clara,23210257,,,23307287,,,,,
CA,Santa Clara,20486275,,,,,,,,
CA,Santa Clara,7899316,,,,,,,,
CA,Santa Clara,12919840,,,,,,,,
CA,Santa Clara,15698442,,,,,,,,
CA,Santa Clara,21499565,,,,,,,,
CA,Santa Clara,23413520,,,,,,,,
CA,Santa Clara,6956744,,,6956745,,,,15338084,15338085
CA,Santa Clara,4903699,,,,,,,,
CA,Santa Clara,6084614,,,,,,,,
CA,Santa Clara,23438867,,,,,,,,
CA,Santa Clara,25027863,,,,,,,,
CA,Santa Clara,23880283,,,,,,,,
CA,Santa Clara,22168236,,,,,,,,
CA,Santa Clara,17983582,,,,,,,,
CA,Santa Clara,17482471,,,,,,,,
CA,Santa Clara,15027752,,,,,,,,
CA,Santa Clara,15027751,,,,,,,,
CA,Santa Clara,15027750,,,,,,,,
CA,Santa Clara,15027749,,,,,,,,
CA,Santa Clara,25078773,,,,,,,,
CA,Santa Clara,24150326,,,,,,,,
CA,Santa Clara,23535168,,,,,,,,
CA,Santa Clara,24369123,,,,,,,,
CA,Santa Clara,24983845,,,,,,,24983846,
CA,Santa Clara,24809563,,,,,,,24703216,
CA,Santa Clara,24703215,,,,,,,,
CA,Santa Clara,22441322,,,,,,,,
CA,Santa Clara,14004408,,,24641202,,,14004409,,
CA,Santa Clara,22850252,,,,,,,,
CA,Santa Clara,18675809,,,,12551012,,,17418977,17418978
CA,Santa Clara,17947735,,,,19881209,,,,
CA,Santa Clara,17418967,,,,19498062,,,,
CA,Santa Clara,16146067,,,,,,,,
CA,Santa Clara,15636298,,,,,,,,
CA,Santa Clara,15332607,,,,,,,,
CA,Santa Clara,15332606,,,,,,,,
CA,Santa Clara,14742539,,,,,,,,
CA,Santa Clara,14383678,,,,,,,,
CA,Santa Clara,14060125,,,,,,,,
CA,Santa Clara,20726792,,,,,,,19727978,
CA,Santa Clara,18173173,,,,,,,21962932,
CA,Santa Clara,13856317,,,,,,,,
CA,Santa Clara,8205514,,,,,,,,
CA,Santa Clara,22542888,,,16432791,18993236,24161349,15561726,24161347,24161348
CA,Santa Clara,21300395,,,17079548,20512692,24202527,16432792,,24202526
CA,Santa Clara,17985831,,,17410501,,,17784915,,
CA,Santa Clara,16432793,,,17485219,,,17985829,,
CA,Santa Clara,15825861,,,17553130,,,18727212,,
CA,Santa Clara,8896354,,,,,,,,
CA,Santa Clara,18187343,,,,,,,,
CA,Santa Clara,743586,,,,,24341933,20008302,24341932,
CA,Santa Clara,20079146,,,,,,,,
CA,Santa Clara,23943096,,,,,,,,
CA,Santa Clara,24218266,,,,,,,,
CA,Santa Clara,22646434,,,,,,,,
CA,Santa Clara,24088489,,,,,,,,
CA,Santa Clara,23379752,,,,,,,,
CA,Santa Clara,19362067,,,,,,,,
CA,Santa Clara,5484490,,,19080916,,24287868,,,
CA,Santa Clara,23152370,,,,,22502535,23963645,,
CA,Santa Clara,19692365,,,,,,,,
CA,Santa Clara,19167608,,,,,,,,
CA,Santa Clara,12640156,,,,,,,,
CA,Santa Clara,24970934,,,,,,,24970935,
CA,Santa Clara,24309161,,,,,25027995,,24309162,24782191
CA,Santa Clara,23836488,,,,,24712385,,,
CA,Santa Clara,23606337,,,,,24325114,,,
CA,Santa Clara,23606336,,,,,24153684,,,
CA,Santa Clara,22941602,,,,,,,,
CA,Santa Clara,24008279,,,,,,,,
CA,Santa Clara,22686863,,,,,,,,
CA,Santa Clara,21768171,,,,,,,,
CA,Santa Clara,19482885,,,,,,19482889,22926930,
CA,Santa Clara,22926929,,,,,,,,
CA,Santa Clara,2896678,,,,,,14590252,22679832,
CA,Santa Clara,23896711,,,,,23901199,,18049114,18049113
CA,Santa Clara,17408621,,,,,24404643,,23895470,
CA,Santa Clara,15522020,,,,,24404642,,23896712,23896713
CA,Santa Clara,21794477,,,,,24192374,,,
CA,Santa Clara,20025299,,,,,24277360,,,
CA,Santa Clara,9682011,,,,,,,,
CA,Santa Clara,25019317,,,,,,,,
CA,Santa Clara,23949136,,,,,,,,
CA,Santa Clara,24995239,,,,,,,,
CA,Santa Clara,23809511,,,,,,,,
CA,Santa Clara,23839229,,,,,,,,
CA,Santa Clara,24957553,,,,,,,24957554,
CA,Santa Clara,20067349,,,,,,,,
CA,Santa Clara,9948247,,,,,,,,
CA,Santa Clara,13662205,,,,,,,,
CA,Santa Clara,21534286,,,,,,,,
CA,Santa Clara,23838999,,,,,,,,
CA,Santa Clara,23838993,,,,,,,,
CA,Santa Clara,24527137,,,,,,,24527139,
CA,Santa Clara,14733563,,,,,,,24725939,
CA,Santa Clara,23086539,,,,,,,,
CA,Santa Clara,17925534,,,,,,,,
CA,Santa Clara,21237831,,,,,,,,
CA,Santa Clara,18253262,,,,,,,,
CA,Santa Clara,21925918,,,,,,,,
CA,Santa Clara,19986470,,,,,,,,
CA,Santa Clara,16311081,,,,,,,,
CA,Santa Clara,19273351,,,,,,,,
CA,Santa Clara,18442650,,,,,,,,
CA,Santa Clara,18442649,,,,,,,,
CA,Santa Clara,22016417,,,,,,,,
CA,Santa Clara,17471514,,,,,,,,
CA,Santa Clara,23903963,,,,,,,,
CA,Santa Clara,24716002,,,,,,,,
CA,Santa Clara,24716001,,,,,,,,
CA,Santa Clara,24716000,,,,,,,,
CA,Santa Clara,24715999,,,,,,,,
CA,Santa Clara,24715998,,,,,,,,
CA,Santa Clara,24715997,,,,,,,,
CA,Santa Clara,24715996,,,,,,,,
CA,Santa Clara,24715995,,,,,,,,
CA,Santa Clara,24715994,,,,,,,,
CA,Santa Clara,24715993,,,,,,,,
CA,Santa Clara,24715992,,,,,,,,
CA,Santa Clara,24585260,,,,,,,,
CA,Santa Clara,23422272,,,,,,,,
CA,Santa Clara,24580887,,,,,,,,
CA,Santa Clara,22873562,,,,,,,,
CA,Santa Clara,"20860760, -761",,,,,,,,
CA,Santa Clara,20860759,,,,,,,,
CA,Santa Clara,20860758,,,,,,,,
CA,Santa Clara,9555058,,,,,,,,
CA,Santa Clara,6504580,,,,,,,,
CA,Santa Clara,6234444,,,,,,,,
CA,Santa Clara,6088167,,,,,,,,
CA,Santa Clara,3577060,,,,,,,,
CA,Santa Clara,2394359,,,,,,,,
CA,Santa Clara,2281808,,,,,,,,
CA,Santa Clara,934421,,,,,,,,
CA,Santa Clara,307346,,,,,,,,
CA,Santa Clara,23370317,,,,,,,,
CA,Santa Clara,19630694,,,,,,,,
CA,Santa Clara,10790773,,,,,,,,
CA,Santa Clara,10576404,,,,,,,,
CA,Santa Clara,22663851,,,,,,,,
CA,Santa Clara,13073939,,,,,,,,
CA,Santa Clara,13818570,,,,,,,,
CA,Santa Clara,14996251,,,,,,,,
CA,Santa Clara,15567589,,,,,,,,
CA,Santa Clara,22016436,,,,,,,,
CA,Santa Clara,22017487,,,,,,,,
CA,Santa Clara,23764383,,,,,,,,
CA,Santa Clara,22016441,,,,,,,,
CA,Santa Clara,22017510,,,,,,,,
CA,Santa Clara,23764382,,,,,,,,
CA,Santa Clara,23437545,,,,,,,,
CA,Santa Clara,24128614,,,,,,,,
CA,Santa Clara,24128615,,,,,,,,
CA,Santa Clara,13765325,,,,,,,,
CA,Santa Clara,13765324,,,,,,,,
CA,Santa Clara,13765323,,,,,,,,
CA,Santa Clara,24820711,,,,,,,,
CA,Santa Clara,8294774,,,,,,,,
CA,Santa Clara,14274150,,,,,,,,
CA,Santa Clara,14274148,,,,,,,,
CA,Santa Clara,14274149,,,,,,,,
CA,Santa Clara,2132057,,,,,,,,
CA,Santa Clara,23759055,,,,,,,,
CA,Santa Clara,23417634,,,,,,,,
CA,Santa Clara,14189456,,,,,,,,
CA,Santa Clara,22016426,,,,,,,,
CA,Santa Clara,22017491,,,,,,,,
CA,Santa Clara,22922614,,,,,,,,
CA,Santa Clara,23675346,,,,,,,,
CA,Santa Clara,5985907,,,,,,5985907,,
CA,Santa Clara,17104785,,,,,,,,
CA,Santa Clara,14367796,,,,,,,,
CA,Santa Clara,23888541,,,,,,,,
CA,Santa Clara,13498846,,,,,,,,
CA,Santa Clara,14831930,,,,,,,,
CA,Santa Clara,23349313,,,,,,,,
CA,Santa Clara,24002058,,,,,,,,
CA,Santa Clara,23723995,,,,,,,,
CA,Santa Clara,24010812,,,,,,,,
CA,Santa Clara,21179100,,,,,,,,
CA,Santa Clara,13379460,,,,,,,,
CA,Santa Clara,24030101,,,,,,,,
CA,Santa Clara,23041279,,,,,,,,
CA,Santa Clara,23882714,,,,,,,,
CA,Santa Clara,21980772,,,,,,,,
CA,Santa Clara,21068155,,,,,,,,
CA,Santa Clara,24418167,,,,,,,,
CA,Santa Clara,14095400,,,,,,,,
CA,Santa Clara,15747845,,,,,,,,
CA,Santa Clara,18837021,,,,,,,,
CA,Santa Clara,22016434,,,,,,,,
CA,Santa Clara,22017485,,,,,,,,
CA,Santa Clara,22922612,,,,,,,,
CA,Santa Clara,24073950,,,,,,,,
CA,Santa Clara,24402441,,,,,,,,
CA,Santa Clara,14189457,,,,,,,,
CA,Santa Clara,24340812,,,,,,,,
CA,Santa Clara,19275392,,,,,,,,
CA,Santa Clara,22371782,,,,,,,,
CA,Santa Clara,24243516,,,,,,,,
CA,Santa Clara,22004229,,,,,,,,
CA,Santa Clara,16398248,,,,,,,,
CA,Santa Clara,15011239,,,,,,23302627,,
CA,Santa Clara,14312840,,,,,,23150604,,
CA,Santa Clara,14017280,,,,,,15011238,,
CA,Santa Clara,14017279,,,,,,,,
CA,Santa Clara,13966924,,,,,,,,
CA,Santa Clara,13612199,,,,,,,,
CA,Santa Clara,14222161,,,,,,,,
CA,Santa Clara,14282556,,,,,,,,
CA,Santa Clara,14854628,,,,,,,,
CA,Santa Clara,15011236,,,,,,,,
CA,Santa Clara,15276761,,,,,,,,
CA,Santa Clara,15627537,,,,,,,,
CA,Santa Clara,15627540,,,,,,,,
CA,Santa Clara,15627541,,,,,,,,
CA,Santa Clara,16145188,,,,,,,,
CA,Santa Clara,16228620,,,,,,,,
CA,Santa Clara,16228622,,,,,,,,
CA,Santa Clara,19682424,,,,,,,,
CA,Santa Clara,19824734,,,,,,,,
CA,Santa Clara,20165540,,,,,,,,
CA,Santa Clara,21337085,,,,,,,,
CA,Santa Clara,22562785,,,,,,,,
CA,Santa Clara,22769352,,,,,,,,
CA,Santa Clara,22862522,,,,,,,,
CA,Santa Clara,22882416,,,,,,,,
CA,Santa Clara,22909545,,,,,,,,
CA,Santa Clara,23042463,,,,,,,,
CA,Santa Clara,23150603,,,,,,,,
CA,Santa Clara,23613941,,,,,,,,
CA,Santa Clara,23647491,,,,,,,,
CA,Santa Clara,23680317,,,,,,,,
CA,Santa Clara,23712706,,,,,,,,
CA,Santa Clara,23861282,,,,,,,,
CA,Santa Clara,23988239,,,,,,,,
CA,Santa Clara,24244576,,,,,,,,
CA,Santa Clara,24780705,,,,,,,,
CA,Santa Clara,24189902,,,,,,,,
CA,Santa Clara,23139304,,,,,,,,
CA,Santa Clara,23954861,,,,,,,,
CA,Santa Clara,23685678,,,,,,,,
CA,Santa Clara,23921610,,,,,,,,
CA,Santa Clara,7284132,,,,,,,,
CA,Santa Clara,8650145,,,,,,,,
CA,Santa Clara,8650146,,,,,,,,
CA,Santa Clara,10177603,,,,,,,,
CA,Santa Clara,1077604,,,,,,,,
CA,Santa Clara,10177605,,,,,,,,
CA,Santa Clara,10177606,,,,,,,,
CA,Santa Clara,10177607,,,,,,,,
CA,Santa Clara,10177608,,,,,,,,
CA,Santa Clara,12853297,,,,,,,,
CA,Santa Clara,15308942,,,,,,,,
CA,Santa Clara,7037301,,,,,,,,
CA,Santa Clara,14688941,,,,,,,,
CA,Santa Clara,15078346,,,,,,,,
CA,Santa Clara,15105284,,,,,,,,
CA,Santa Clara,24401544,,,,,,,24401545,
CA,Santa Clara,24036949,,,,,,,,
CA,Santa Clara,7393504,,,,,,,,
CA,Santa Clara,23534730,,,,,,,24150270,
CA,Santa Clara,19410834,,,,,,,,
CA,Santa Clara,20580235,,,,,,,,
CA,Santa Clara,20580234,,,,,,,,
CA,Santa Clara,12539934,,,,,,,,
CA,Santa Clara,14001397,,,,,,,,
CA,Santa Clara,19953162,,,,,,,,
CA,Santa Clara,20660241,,,,,,,,
CA,Santa Clara,18743507,,,,,,16562003,,
CA,Santa Clara,14770727,,,,,,,,
CA,Santa Clara,13994841,,,,,,,,
CA,Santa Clara,8245343,,,,,,,,
CA,Santa Clara,8245342,,,,,,,,
CA,Santa Clara,8245341,,,,,,,,
CA,Santa Clara,22638121,,,,,,,,
CA,Santa Clara,13863099,,,,,,,,
CA,Santa Clara,21178877,,,,,,,,
CA,Santa Clara,24303401,,,,,,,,
CA,Santa Clara,19703533,,,,,,,,
CA,Santa Clara,19340910,,,,,,,,
CA,Santa Clara,18173324,,,,,,,,
CA,Santa Clara,17547787,,,,,,,,
CA,Santa Clara,12766527,,,,,,,,
CA,Santa Clara,12766526,,,,,,,,
CA,Santa Clara,12766525,,,,,,,,
CA,Santa Clara,12766524,,,,,,,,
CA,Santa Clara,20395429,,,,,,,,
CA,Santa Clara,18397680,,,,,,,,
CA,Santa Clara,14303872,,,,,,,,
CA,Santa Clara,3360214,,,,,,,,
CA,Santa Clara,23289487,,,,,,,,
CA,Santa Clara,22359777,,,,,,,,
CA,Santa Clara,16229867,,,,,,,,
CA,Santa Clara,24098466,,,,,,,,
CA,Santa Clara,13437545,,,,,,,,
CA,Santa Clara,13491026,,,,,,,,
CA,Santa Clara,13491027,,,,,,,,
CA,Santa Clara,1341029,,,,,,,,
CA,Santa Clara,13500225,,,,,,,,
CA,Santa Clara,15378583,,,,,,,,
CA,Santa Clara,16287369,,,,,,,,
CA,Santa Clara,19476403,,,,,,,,
CA,Santa Clara,19788940,,,,,,,,
CA,Santa Clara,21653165,,,,,,,,
CA,Santa Clara,22587386,,,,,,,,
CA,Santa Clara,23889397,,,,,,,,
CA,Santa Clara,23744379,,,,,,,,
CA,Santa Clara,24216590,,,,,,,,
CA,Santa Clara,13136584,,,,,,,,
CA,Santa Clara,8716023,,,,,,,,
CA,Santa Clara,23192693,,,,,,,17178813,
CA,Santa Clara,22992185,,,,,,,,
CA,Santa Clara,13577144,,,,,,,,
CA,Santa Clara,24116455,,,,,,,,
CA,Santa Clara,23349784,,,,,,,,
CA,Santa Clara,23349783,,,,,,,,
CA,Santa Clara,23349782,,,,,,,,
CA,Santa Clara,23349775,,,,,,,,
CA,Santa Clara,23349774,,,,,,,,
CA,Santa Clara,23349773,,,,,,,,
CA,Santa Clara,23349767,,,,,,,,
CA,Santa Clara,24408526,,,,,,,,
CA,Santa Clara,23349781,,,,,,,,
CA,Santa Clara,23349780,,,,,,,,
CA,Santa Clara,23349779,,,,,,,,
CA,Santa Clara,20439043,,,,,,,,
CA,Santa Clara,21564940,,,,,,,,
CA,Santa Clara,16472122,,,,,,,,
CA,Santa Clara,16472123,,,,,,,,
CA,Santa Clara,16472124,,,,,,,,
CA,Santa Clara,16472125,,,,,,,,
CA,Santa Clara,16472126,,,,,,,,
CA,Santa Clara,16472127,,,,,,,,
CA,Santa Clara,18401986,,,,,,,,
CA,Santa Clara,18401987,,,,,,,,
CA,Santa Clara,20616409,,,,,,,,
CA,Santa Clara,20616410,,,,,,,,
CA,Santa Clara,22436400,,,,,,,,
CA,Santa Clara,22436403,,,,,,,,
CA,Santa Clara,22436404,,,,,,,,
CA,Santa Clara,22436405,,,,,,,,
CA,Santa Clara,22436406,,,,,,,,
CA,Santa Clara,22436407,,,,,,,,
CA,Santa Clara,22436408,,,,,,,,
CA,Santa Clara,23211292,,,,,,,,
CA,Santa Clara,23211330,,,,,,,,
CA,Santa Clara,23211331,,,,,,,,
CA,Santa Clara,23211332,,,,,,,,
CA,Santa Clara,23211333,,,,,,,,
CA,Santa Clara,23211334,,,,,,,,
CA,Santa Clara,23211337,,,,,,,,
CA,Santa Clara,23211338,,,,,,,,
CA,Santa Clara,23211339,,,,,,,,
CA,Santa Clara,23238002,,,,,,,,
CA,Santa Clara,23737897,,,,,,,,
CA,Santa Clara,23737900,,,,,,,,
CA,Santa Clara,23740675,,,,,,,,
CA,Santa Clara,23740676,,,,,,,,
CA,Santa Clara,23763146,,,,,,,,
CA,Santa Clara,24063904,,,,,,24287834,,
CA,Santa Clara,22400624,,,,,,,,
CA,Santa Clara,22400625,,,,,,,,
CA,Santa Clara,22400623,,,,,,,,
CA,Santa Clara,6184792,,,,,,,,
CA,Santa Clara,16574028,,,,,,,,
CA,Santa Clara,23639129,,,,,,,,
CA,Santa Clara,24142106,,,,,21218334,,24669913,
CA,Santa Clara,23636286,,,,,24157407,,,
CA,Santa Clara,23586735,,,,,24262079,,,
CA,Santa Clara,19178794,,,,,,,,
CA,Santa Clara,18530534,,,,,,,,
CA,Santa Clara,17928808,,,,,,,,
CA,Santa Clara,17820399,,,,,,,,
CA,Santa Clara,16831119,,,,,,,,
CA,Santa Clara,15686575,,,,,,,,
CA,Santa Clara,14747713,,,,,,,,
CA,Santa Clara,14601858,,,,,,,,
CA,Santa Clara,14195528,,,,,,,,
CA,Santa Clara,13521811,,,,,,,,
CA,Santa Clara,13235269,,,,,,,,
CA,Santa Clara,9976149,,,,,,,,
CA,Santa Clara,23588628,,,,,,,,
CA,Santa Clara,23214994,,,,,,,,
CA,Santa Clara,5274395,,,,,,,,
CA,Santa Clara,18360225,,,,,,,,
CA,Santa Clara,23955907,,,,,,,,
CA,Santa Clara,23674087,,,,,,,,
CA,Santa Clara,22394007,,,,,,,,
CA,Santa Clara,24101274,,,,,,,,
CA,Santa Clara,17649622,,,,,,,,
CA,Santa Clara,24139002,,,,,,,24139003,
CA,Santa Clara,20249285,,,,,,,,
CA,Santa Clara,16353821,,,,,,,,
CA,Santa Clara,19688561,,,,,,,,
